Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"PIN2PIN_ODD_ROW",3717,"",0,2,"B7_R0",1,-58,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",3817,"",0,2,"CPOL",1,-60,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",3917,"",0,2,"DE",1,-59,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4017,"",0,2,"G0_G7",1,-57,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4117,"",0,2,"G1_G6",1,-53,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4217,"",0,2,"G2_G5",1,-55,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4317,"",0,2,"G3_G4",1,-54,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4417,"",0,2,"G4_G3",1,-54,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4517,"",0,2,"G5_G2",1,-54,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4617,"",0,2,"G6_G1",1,-53,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4717,"",0,2,"G7_G0",1,-53,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4817,"",0,2,"HS",1,-61,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",4917,"",0,2,"LS0",1,-56,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5017,"",0,2,"LS1",1,-55,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5117,"",0,2,"PCLK",1,-60,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5217,"",0,2,"R0_B7",1,-56,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5317,"",0,2,"R1_B6",1,-52,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5417,"",0,2,"R2_B5",1,-52,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5517,"",0,2,"R3_B4",1,-52,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5617,"",0,2,"R4_B3",1,-54,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5717,"",0,2,"R5_B2",1,-55,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5817,"",0,2,"R6_B1",1,-53,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",5917,"",0,2,"R7_B0",1,-55,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",6017,"",0,2,"SWAP",1,-58,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",6117,"",0,2,"TXEN",1,-57,"nA","P",0.049654,***,""
"PIN2PIN_ODD_ROW",6217,"",0,2,"VS",1,-60,"nA","P",0.049654,***,""
"SupplyShort_VDD",19,"",0,2,"VDD",1,126.544,"nA","P",0.096921,***,""
"ZOUT_AllOutputs",18000001,"",0,2,"CLKP",1,219.789,"Ohm","P",0.023495,***,""
"ZOUT_AllOutputs",18000002,"",0,2,"D0P",1,219.841,"Ohm","P",0.023495,***,""
"ZOUT_AllOutputs",18000003,"",0,2,"D1P",1,218.403,"Ohm","P",0.023495,***,""
"ZOUT_AllOutputs",18000004,"",0,2,"D2P",1,218.652,"Ohm","P",0.023495,***,""
"IIH_Inputs",49,"",0,2,"B0_R7",1,0,"nA","P",0.05133,***,""
"IIH_Inputs",149,"",0,2,"B1_R6",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",249,"",0,2,"B2_R5",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",349,"",0,2,"B3_R4",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",449,"",0,2,"B4_R3",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",549,"",0,2,"B5_R2",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",649,"",0,2,"B6_R1",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",749,"",0,2,"B7_R0",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",849,"",0,2,"CPOL",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",949,"",0,2,"DE",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1049,"",0,2,"G0_G7",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1149,"",0,2,"G1_G6",1,0,"nA","P",0.05133,***,""
"IIH_Inputs",1249,"",0,2,"G2_G5",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1349,"",0,2,"G3_G4",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1449,"",0,2,"G4_G3",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1549,"",0,2,"G5_G2",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1649,"",0,2,"G6_G1",1,0,"nA","P",0.05133,***,""
"IIH_Inputs",1749,"",0,2,"G7_G0",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1849,"",0,2,"HS",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",1949,"",0,2,"LS0",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2049,"",0,2,"LS1",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2149,"",0,2,"PCLK",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2249,"",0,2,"R0_B7",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2349,"",0,2,"R1_B6",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2449,"",0,2,"R2_B5",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2549,"",0,2,"R3_B4",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2649,"",0,2,"R4_B3",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2749,"",0,2,"R5_B2",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",2849,"",0,2,"R6_B1",1,0,"nA","P",0.05133,***,""
"IIH_Inputs",2949,"",0,2,"R7_B0",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",3049,"",0,2,"SWAP",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",3149,"",0,2,"TXEN",1,1,"nA","P",0.05133,***,""
"IIH_Inputs",3249,"",0,2,"VS",1,0,"nA","P",0.05133,***,""
"IIL_Inputs",10049,"",0,2,"B0_R7",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10149,"",0,2,"B1_R6",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10249,"",0,2,"B2_R5",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10349,"",0,2,"B3_R4",1,-1,"nA","P",0.051446,***,""
"IIL_Inputs",10449,"",0,2,"B4_R3",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10549,"",0,2,"B5_R2",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10649,"",0,2,"B6_R1",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10749,"",0,2,"B7_R0",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10849,"",0,2,"CPOL",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",10949,"",0,2,"DE",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11049,"",0,2,"G0_G7",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11149,"",0,2,"G1_G6",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11249,"",0,2,"G2_G5",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11349,"",0,2,"G3_G4",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11449,"",0,2,"G4_G3",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11549,"",0,2,"G5_G2",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11649,"",0,2,"G6_G1",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11749,"",0,2,"G7_G0",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11849,"",0,2,"HS",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",11949,"",0,2,"LS0",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12049,"",0,2,"LS1",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12149,"",0,2,"PCLK",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12249,"",0,2,"R0_B7",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12349,"",0,2,"R1_B6",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12449,"",0,2,"R2_B5",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12549,"",0,2,"R3_B4",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12649,"",0,2,"R4_B3",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12749,"",0,2,"R5_B2",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12849,"",0,2,"R6_B1",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",12949,"",0,2,"R7_B0",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",13049,"",0,2,"SWAP",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",13149,"",0,2,"TXEN",1,0,"nA","P",0.051446,***,""
"IIL_Inputs",13249,"",0,2,"VS",1,0,"nA","P",0.051446,***,""
"IOZ_P_GND",52,"",0,2,"CLKP",1,-9,"nA","P",0.017508,***,""
"IOZ_P_GND",53,"",0,2,"D0P",1,-7,"nA","P",0.017508,***,""
"IOZ_P_GND",54,"",0,2,"D1P",1,-7,"nA","P",0.017508,***,""
"IOZ_P_GND",55,"",0,2,"D2P",1,-9,"nA","P",0.017508,***,""
"IOZ_P_VDD",10052,"",0,2,"CLKP",1,-5,"nA","P",0.015756,***,""
"IOZ_P_VDD",10053,"",0,2,"D0P",1,-4,"nA","P",0.015756,***,""
"IOZ_P_VDD",10054,"",0,2,"D1P",1,-3,"nA","P",0.015756,***,""
"IOZ_P_VDD",10055,"",0,2,"D2P",1,-5,"nA","P",0.015756,***,""
"IOZ_N_VDD",20052,"",0,2,"CLKN",1,-5,"nA","P",0.016791,***,""
"IOZ_N_VDD",20053,"",0,2,"D0N",1,-6,"nA","P",0.016791,***,""
"IOZ_N_VDD",20054,"",0,2,"D1N",1,-4,"nA","P",0.016791,***,""
"IOZ_N_VDD",20055,"",0,2,"D2N",1,-6,"nA","P",0.016791,***,""
"IOZ_N_GND",30052,"",0,2,"CLKN",1,-9,"nA","P",0.016168,***,""
"IOZ_N_GND",30053,"",0,2,"D0N",1,-9,"nA","P",0.016168,***,""
"IOZ_N_GND",30054,"",0,2,"D1N",1,-7,"nA","P",0.016168,***,""
"IOZ_N_GND",30055,"",0,2,"D2N",1,-8,"nA","P",0.016168,***,""
"ICC_shutdown_Vdd_LS1l_VDD",57000001,"",0,2,"VDD",1,151.282,"nA","P",1.12706,***,""
"ICC_shutdown_Vdd_LS1l_VDDP",57010001,"",0,2,"VDDA",1,118.401,"nA","P",0.107275,***,""
"ICC_shutdown_Vdd_LS1l_VDDP",57010101,"",0,2,"VDDP",1,111.608,"nA","P",0.107275,***,""
"ICC_shutdown_Vdd_LS1l_VDDP",57010201,"",0,2,"VDDS",1,100.729,"nA","P",0.107275,***,""
"ICC_shutdown_Vdd_LS1l_VDDP",57010301,"",0,2,"VDDA_VDDP_VDDS",1,330.738,"nA","P",0.107275,***,""
"ICC_shutdn_Vdd_LS1f_VDD",57020001,"",0,2,"VDD",1,117.12,"nA","P",0.099235,***,""
"ICC_shutdn_Vdd_LS1f_VDDP",57030001,"",0,2,"VDDA",1,81.188,"nA","P",0.098987,***,""
"ICC_shutdn_Vdd_LS1f_VDDP",57030101,"",0,2,"VDDP",1,94.996,"nA","P",0.098987,***,""
"ICC_shutdn_Vdd_LS1f_VDDP",57030201,"",0,2,"VDDS",1,2.147,"nA","P",0.098987,***,""
"ICC_shutdn_Vdd_LS1f_VDDP",57030301,"",0,2,"VDDA_VDDP_VDDS",1,178.331,"nA","P",0.098987,***,""
"ICC_shutdn_Vdd_LS1h_VDD",57040001,"",0,2,"VDD",1,110.837,"nA","P",0.120086,***,""
"ICC_shutdn_Vdd_LS1h_VDDP",57050001,"",0,2,"VDDA",1,90.293,"nA","P",0.104837,***,""
"ICC_shutdn_Vdd_LS1h_VDDP",57050101,"",0,2,"VDDP",1,87.481,"nA","P",0.104837,***,""
"ICC_shutdn_Vdd_LS1h_VDDP",57050201,"",0,2,"VDDS",1,100.729,"nA","P",0.104837,***,""
"ICC_shutdn_Vdd_LS1h_VDDP",57050301,"",0,2,"VDDA_VDDP_VDDS",1,278.503,"nA","P",0.104837,***,""
"ICC_shutdown_0V_LS1l_VDD",41000001,"",0,2,"VDD",1,105.34,"nA","P",0.115865,***,""
"ICC_shutdown_0V_LS1l_VDDP",41010001,"",0,2,"VDDA",1,88.71,"nA","P",0.101557,***,""
"ICC_shutdown_0V_LS1l_VDDP",41010101,"",0,2,"VDDP",1,91.436,"nA","P",0.101557,***,""
"ICC_shutdown_0V_LS1l_VDDP",41010201,"",0,2,"VDDS",1,86.579,"nA","P",0.101557,***,""
"ICC_shutdown_0V_LS1l_VDDP",41010301,"",0,2,"VDDA_VDDP_VDDS",1,266.725,"nA","P",0.101557,***,""
"ICC_shutdn_0V_LS1f_VDD",41020001,"",0,2,"VDD",1,101.021,"nA","P",0.116723,***,""
"ICC_shutdn_0V_LS1f_VDDP",41030001,"",0,2,"VDDA",1,80.792,"nA","P",0.095497,***,""
"ICC_shutdn_0V_LS1f_VDDP",41030101,"",0,2,"VDDP",1,57.42,"nA","P",0.095497,***,""
"ICC_shutdn_0V_LS1f_VDDP",41030201,"",0,2,"VDDS",1,472.749,"nA","P",0.095497,***,""
"ICC_shutdn_0V_LS1f_VDDP",41030301,"",0,2,"VDDA_VDDP_VDDS",1,610.961,"nA","P",0.095497,***,""
"ICC_shutdn_0V_LS1h_VDD",41040001,"",0,2,"VDD",1,91.597,"nA","P",0.100321,***,""
"ICC_shutdn_0V_LS1h_VDDP",41050001,"",0,2,"VDDA",1,86.335,"nA","P",0.105764,***,""
"ICC_shutdn_0V_LS1h_VDDP",41050101,"",0,2,"VDDP",1,79.174,"nA","P",0.105764,***,""
"ICC_shutdn_0V_LS1h_VDDP",41050201,"",0,2,"VDDS",1,57.494,"nA","P",0.105764,***,""
"ICC_shutdn_0V_LS1h_VDDP",41050301,"",0,2,"VDDA_VDDP_VDDS",1,223.003,"nA","P",0.105764,***,""
"ICC_stdby_Vdd_LS1l_VDD",60000001,"",0,2,"VDD",1,83.351,"nA","P",0.119584,***,""
"ICC_stdby_Vdd_LS1l_VDDP",60010001,"",0,2,"VDDA",1,77.229,"nA","P",0.105336,***,""
"ICC_stdby_Vdd_LS1l_VDDP",60010101,"",0,2,"VDDP",1,43.972,"nA","P",0.105336,***,""
"ICC_stdby_Vdd_LS1l_VDDP",60010201,"",0,2,"VDDS",1,71.643,"nA","P",0.105336,***,""
"ICC_stdby_Vdd_LS1l_VDDP",60010301,"",0,2,"VDDA_VDDP_VDDS",1,192.844,"nA","P",0.105336,***,""
"ICC_stdby_Vdd_LS1f_VDD",60020001,"",0,2,"VDD",1,88.848,"nA","P",0.093975,***,""
"ICC_stdby_Vdd_LS1f_VDDP",60030001,"",0,2,"VDDA",1,55.456,"nA","P",0.095037,***,""
"ICC_stdby_Vdd_LS1f_VDDP",60030101,"",0,2,"VDDP",1,48.323,"nA","P",0.095037,***,""
"ICC_stdby_Vdd_LS1f_VDDP",60030201,"",0,2,"VDDS",1,1816.53,"nA","P",0.095037,***,""
"ICC_stdby_Vdd_LS1f_VDDP",60030301,"",0,2,"VDDA_VDDP_VDDS",1,1920.31,"nA","P",0.095037,***,""
"ICC_stdby_Vdd_LS1h_VDD",60040001,"",0,2,"VDD",1,60.576,"nA","P",0.116264,***,""
"ICC_stdby_Vdd_LS1h_VDDP",60050001,"",0,2,"VDDA",1,61.394,"nA","P",0.101742,***,""
"ICC_stdby_Vdd_LS1h_VDDP",60050101,"",0,2,"VDDP",1,43.181,"nA","P",0.101742,***,""
"ICC_stdby_Vdd_LS1h_VDDP",60050201,"",0,2,"VDDS",1,60.638,"nA","P",0.101742,***,""
"ICC_stdby_Vdd_LS1h_VDDP",60050301,"",0,2,"VDDA_VDDP_VDDS",1,165.213,"nA","P",0.101742,***,""
"ICC_stdby_0V_LS1l_VDD",89000001,"",0,2,"VDD",1,77.854,"nA","P",0.119724,***,""
"ICC_stdby_0V_LS1l_VDDP",89010001,"",0,2,"VDDA",1,49.122,"nA","P",0.105155,***,""
"ICC_stdby_0V_LS1l_VDDP",89010101,"",0,2,"VDDP",1,40.413,"nA","P",0.105155,***,""
"ICC_stdby_0V_LS1l_VDDP",89010201,"",0,2,"VDDS",1,65.748,"nA","P",0.105155,***,""
"ICC_stdby_0V_LS1l_VDDP",89010301,"",0,2,"VDDA_VDDP_VDDS",1,155.283,"nA","P",0.105155,***,""
"ICC_stdby_0V_LS1f_VDD",89020001,"",0,2,"VDD",1,83.351,"nA","P",0.118625,***,""
"ICC_stdby_0V_LS1f_VDDP",89030001,"",0,2,"VDDA",1,33.287,"nA","P",0.104986,***,""
"ICC_stdby_0V_LS1f_VDDP",89030101,"",0,2,"VDDP",1,41.995,"nA","P",0.104986,***,""
"ICC_stdby_0V_LS1f_VDDP",89030201,"",0,2,"VDDS",1,26.022,"nA","P",0.104986,***,""
"ICC_stdby_0V_LS1f_VDDP",89030301,"",0,2,"VDDA_VDDP_VDDS",1,101.304,"nA","P",0.104986,***,""
"ICC_stdby_0V_LS1h_VDD",89040001,"",0,2,"VDD",1,64.11,"nA","P",0.100069,***,""
"ICC_stdby_0V_LS1h_VDDP",89050001,"",0,2,"VDDA",1,45.163,"nA","P",0.105869,***,""
"ICC_stdby_0V_LS1h_VDDP",89050101,"",0,2,"VDDP",1,30.129,"nA","P",0.105869,***,""
"ICC_stdby_0V_LS1h_VDDP",89050201,"",0,2,"VDDS",1,36.662,"nA","P",0.105869,***,""
"ICC_stdby_0V_LS1h_VDDP",89050301,"",0,2,"VDDA_VDDP_VDDS",1,111.954,"nA","P",0.105869,***,""
"ICC_MAX_TOTAL_1CH_pwr",39015001,"",0,2,"ALL_POWER",1,17.6857,"mA","P",0.041212,***,""
"LVDS301_ICC_pll",39015001,"",0,2,"@",1,1,"mA","P",0.041212,***,""
"ICC_MAX_TOTAL_2CH_pwr",15000001,"",0,2,"VDD",1,3.3361,"mA","P",0.036388,***,""
"ICC_MAX_TOTAL_2CH_pwr",15000101,"",0,2,"VDDA",1,5.01286,"mA","P",0.036388,***,""
"ICC_MAX_TOTAL_2CH_pwr",15000201,"",0,2,"VDDP",1,2.92648,"mA","P",0.036388,***,""
"ICC_MAX_TOTAL_2CH_pwr",15000301,"",0,2,"VDDS",1,9.6953,"mA","P",0.036388,***,""
"ICC_MAX_TOTAL_2CH_pwr",15000401,"",0,2,"VDDA_VDDP_VDDS",1,17.6346,"mA","P",0.036388,***,""
"ICC_MAX_TOTAL_2CH_pwr_ALL_POWER",15015001,"",0,2,"ALL_POWER",1,22.9707,"mA","P",0.036388,***,""
"LVDS301_ICC_pll",15000301,"",0,2,"@",1,1,"mA","P",0.036388,***,""
"ICC_MAX_TOTAL_3CH_pwr",13000001,"",0,2,"VDD",1,6.49297,"mA","P",0.036946,***,""
"ICC_MAX_TOTAL_3CH_pwr",13000101,"",0,2,"VDDA",1,4.3178,"mA","P",0.036946,***,""
"ICC_MAX_TOTAL_3CH_pwr",13000201,"",0,2,"VDDP",1,4.17905,"mA","P",0.036946,***,""
"ICC_MAX_TOTAL_3CH_pwr",13000301,"",0,2,"VDDS",1,12.9102,"mA","P",0.036946,***,""
"ICC_MAX_TOTAL_3CH_pwr",13000401,"",0,2,"VDDA_VDDP_VDDS",1,21.4071,"mA","P",0.036946,***,""
"ICC_MAX_TOTAL_3CH_pwr_ALL_POWER",13015001,"",0,2,"ALL_POWER",1,32.4001,"mA","P",0.036946,***,""
"LVDS301_ICC_pll",13000301,"",0,2,"@",1,1,"mA","P",0.036946,***,""
"ICC_shutdown_Vdd",23000001,"",0,2,"VDD",1,86.099,"nA","P",0.14972,***,""
"ICC_shutdown_Vdd",23000101,"",0,2,"VDDA",1,45.163,"nA","P",0.14972,***,""
"ICC_shutdown_Vdd",23000201,"",0,2,"VDDP",1,34.875,"nA","P",0.14972,***,""
"ICC_shutdown_Vdd",23000301,"",0,2,"VDDS",1,53.563,"nA","P",0.14972,***,""
"ICC_shutdown_Vdd",23000401,"",0,2,"VDDA_VDDP_VDDS",1,133.601,"nA","P",0.14972,***,""
"LVDS301_ICC_pll",23000301,"",0,2,"@",1,1,"nA","P",0.14972,***,""
"ICC_shutdn_0V",23010001,"",0,2,"VDD",1,65.288,"nA","P",0.134092,***,""
"ICC_shutdn_0V",23010101,"",0,2,"VDDA",1,59.019,"nA","P",0.134092,***,""
"ICC_shutdn_0V",23010201,"",0,2,"VDDP",1,64.54,"nA","P",0.134092,***,""
"ICC_shutdn_0V",23010301,"",0,2,"VDDS",1,51.205,"nA","P",0.134092,***,""
"ICC_shutdn_0V",23010401,"",0,2,"VDDA_VDDP_VDDS",1,174.764,"nA","P",0.134092,***,""
"ICC_stdby_Vdd",23020001,"",0,2,"VDD",1,65.681,"nA","P",0.134561,***,""
"ICC_stdby_Vdd",23020101,"",0,2,"VDDA",1,38.829,"nA","P",0.134561,***,""
"ICC_stdby_Vdd",23020201,"",0,2,"VDDP",1,49.905,"nA","P",0.134561,***,""
"ICC_stdby_Vdd",23020301,"",0,2,"VDDS",1,35.876,"nA","P",0.134561,***,""
"ICC_stdby_Vdd",23020401,"",0,2,"VDDA_VDDP_VDDS",1,124.61,"nA","P",0.134561,***,""
"ICC_stdby_0V",23030001,"",0,2,"VDD",1,54.686,"nA","P",0.13826,***,""
"ICC_stdby_0V",23030101,"",0,2,"VDDA",1,49.122,"nA","P",0.13826,***,""
"ICC_stdby_0V",23030201,"",0,2,"VDDP",1,44.368,"nA","P",0.13826,***,""
"ICC_stdby_0V",23030301,"",0,2,"VDDS",1,52.384,"nA","P",0.0265633,***,""
"ICC_stdby_0V",23030401,"",0,2,"VDDA_VDDP_VDDS",1,145.874,"nA","P",0.13826,***,""
"L301_PRBS_30b_00X00_tdl_NR2",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"L301_PRBS_15b_00X00_tdl_NR",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"L301_PRBS_10b_00X00_tdl_NR",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"LVDS301_ICC_pll",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"LVDS301_ICC_pll",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"LVDS301_ICC_pll",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"LVDS301_ICC_pll",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"LVDS301_ICC_pll",23030301,"",0,2,"@",1,1,"nA","P",0.0265633,***,""
"ZOUT_AllOutputs_Post",180000001,"",0,2,"CLKP",1,219.85,"Ohm","P",0.012527,***,""
"ZOUT_AllOutputs_Post",180000002,"",0,2,"D0P",1,219.779,"Ohm","P",0.012527,***,""
